id,username,time,likes,comments,sponsored
/p/DBnFh3WIXSj/,not sponsored,interior.desiign,2024-10-27T02:24:47.000Z,782,6
/p/DBUt3TUpOfy/,not sponsored,houseonthecape,2024-10-19T23:11:40.000Z,"4,714",27
/p/DBOlOqNNaX0/,not sponsored,interiorplusdesign,2024-10-17T14:00:46.000Z,"1,993",7
/p/DBq0W7qxOTo/,not sponsored,designhomestudios,2024-10-28T13:11:42.000Z,110,no comments
/p/DBooNUCukhj/,not sponsored,houseofhuck,2024-10-27T16:47:03.000Z,98,10
/p/DBjqe8Ztfob/,not sponsored,housetohomeinteriors,2024-10-25T18:30:46.000Z,51,6
/p/DBrf9U3xsuf/,not sponsored,lifestylem_interiordesign,2024-10-28T19:32:41.000Z,"3,644",50
/p/DBvTdq_t0gu/,not sponsored,interiorplusdesign,2024-10-30T07:00:28.000Z,330,2
/p/DBkg0zQo_Qn/,not sponsored,interior.desiign,2024-10-26T02:25:35.000Z,836,4
/p/DBfE5QGsx5J/,not sponsored,homeanddesigndc,2024-10-23T23:45:28.000Z,13,no comments
/p/DBT62k_IoPb/,not sponsored,s_t_interiordesign,2024-10-19T15:45:55.000Z,2,no comments
/p/DBT61L3oNMo/,not sponsored,s_t_interiordesign,2024-10-19T15:45:44.000Z,no likes,no comments
