time collected,id,sponsored,username,time,likes,comments,description
11-03-24 01:28:00,/p/DB3uabhygKa/,not sponsored,rock_climbing88,2024-11-02T13:30:50.000Z,382,3,"Exposure Therapy for the Mind, Body, and Soul!"
11-03-24 01:28:00,/p/DB34yZkvset/,not sponsored,climbingmagazine,2024-11-02T15:00:35.000Z,"1,968",9,"On October 11, @marine_thevenet_, 35, made the first female ascent of Juneru in Albarracín, Spain, becoming the eighth"
11-03-24 01:28:00,Sponsored,progressive,no time,"58,665",no comments,The easiest move you'll make all day. Tell us how much you want to pay and we’ll help get you great coverage at a fair,
11-03-24 01:28:00,/p/DB36qp4Kaj3/,not sponsored,rockmillclimbing,2024-11-02T15:16:58.000Z,no likes,no comments,What a group! Registration is now open for Session 2 of the the Rock Mill Climbing Club. This is a non-competitive
11-03-24 01:28:05,/p/DB0sb1QSqae/,not sponsored,satone_yoshida,2024-11-01T09:14:52.000Z,"1,821",4,Mono pocket🖕🖕 for rock season🪨Tw
11-03-24 01:28:09,/p/DB4G5JftRAG/,not sponsored,holdbreaker,2024-11-02T17:03:47.000Z,179,no comments,"Just remember where there is no struggle, there is no strength. If hard was easy, it would be way less rewarding in the"
11-03-24 01:28:14,Sponsored,thinkproducts,no time,"9,939",2,We took the thinking out of snacking. Can’t say the same about writing your emails.,
11-03-24 01:28:14,/p/DB5NdB4ysWY/,not sponsored,rock_climbing88,2024-11-03T03:21:07.000Z,60,no comments,In a world over saturated with “how to” videos. At my expense I present a “how not to” video!  A little master class in
11-03-24 01:28:18,/p/DByl5_yORlF/,not sponsored,theclimbingzine,2024-10-31T13:39:21.000Z,271,no comments,The ancestors who scaled these cliffs would likely be perplexed by our pursuit of climbing for recreation and not out of
11-03-24 01:28:23,/p/DB29LILJz6M/,not sponsored,climbingir,2024-11-02T06:19:37.000Z,84,no comments,@cloe.coscoy Coming into the last few weeks of training before National 🇺🇸 Team Trials 🔜✈️ .
11-03-24 01:28:30,Sponsored,maxthemeatguy,no time,"63,490",7,"After lots of hard work I launched my dream business, MaxJerky. Building a team is such a critical component and it",
11-03-24 01:28:35,/p/DB4Fyt_ofHl/,not sponsored,ukclimbing,2024-11-02T16:54:10.000Z,841,3,"Order, order. Here are the top user voted images ranked from the @ukhillwalking Top 10 Hillwalking & Mountain Photos"
11-03-24 01:28:40,/p/DB4_v83NFdY/,not sponsored,climbwithavi,2024-11-03T01:26:56.000Z,350,5,I know it doesn’t look like it but I swear we climbed! 
11-03-24 01:28:44,/p/DB4FbRMyrpN/,not sponsored,rock_climbing88,2024-11-02T16:50:58.000Z,6,no comments,➡️ Visit our online store! (Link in bio @rock_climbing88)
11-03-24 01:28:48,/p/DAZPA66gq5f/liked_by/,Sponsored,paramountplus,no time,192,4,Stream the NFL on CBS live on Paramount+! Watch your local game every week and catch featured national matchups.
11-03-24 01:28:54,/p/DB4Ze79KStJ/,not sponsored,climbingir,2024-11-02T19:47:00.000Z,180,8,Man has a rock climbing accident
11-03-24 01:28:59,/p/DB30huYIU1W/,not sponsored,redbulladventure,2024-11-02T14:28:34.000Z,"8,479",46,Champions of Red Bull Dual Ascent 2024! @jakob.schubert and @jessy_pilz take the title 🏆
11-03-24 01:29:05,/p/DB4ZfSkAHft/,not sponsored,climb_lover,2024-11-02T19:46:31.000Z,922,11,Shaky Warrior 8b+😵‍💫 Follow us @climb_lover 🧗🏻@w
11-03-24 01:29:05,/p/DB2yEFVxGX4/,not sponsored,rockclimbingjesus,2024-11-02T04:44:14.000Z,19,2,3rd times the charm.
11-03-24 01:29:10,Sponsored,avery,no time,"7,483",no comments,"Let your brand shine with custom labels, cards, tags etc! Use code: Brand20 at checkout on Avery.com",
11-03-24 01:29:17,/p/DB37oooOPc3/,not sponsored,kenzclimbz,2024-11-02T15:26:15.000Z,19,no comments,Finally sent this one! V5 ☂️
11-03-24 01:29:23,/p/DB4UR_nuYUC/,not sponsored,chris_sharma,2024-11-02T19:16:59.000Z,"5,407",38,"It’s been a super busy Autumn season so far. Multiple trips to USA and a number of events, comps, and workshops. It’s"
11-03-24 01:29:28,/p/DB3vM0xyk51/,not sponsored,rock_climbing88,2024-11-02T13:37:13.000Z,317,no comments,Just to good it to share…
11-03-24 01:29:33,/p/DB3_rrSokBw/,not sponsored,moonclimbing,2024-11-02T16:00:00.000Z,569,no comments,"@smh_prior making light work of The Boss, Yarncliffe. "
11-03-24 01:29:41,Sponsored,apartmentscom,no time,706,no comments,Find exactly what you’re looking for – wherever life takes you! Search tons of apartments at Apartments.com 💚,
11-03-24 01:29:46,/p/DB5EwKrv-4E/,not sponsored,rockclimbingjesus,2024-11-03T02:04:37.000Z,8,no comments,Been meaning to do this one.
11-03-24 01:29:52,/p/DB4hVd8CNoE/,not sponsored,rockclimb.ing,2024-11-02T20:56:12.000Z,49,no comments,If you are a #rockclimber  Tap♥️ & drop your comment!
11-03-24 01:30:03,/p/DB1h3S3s8gR/,not sponsored,adam.ondra,2024-11-01T17:03:23.000Z,"16,101",60,This @sensfoods power-pinch 🤌 challenge with @toby_climbing and @climbingjane was my cup of 🇬🇧 tea (after I lost in the
11-03-24 01:30:07,Sponsored,mcdonalds,no time,"40,487",5,la Chicken Big Mac… no es que no sea una Big Mac. pruébala ahora,
11-03-24 01:30:07,/p/DB16o8Auf3A/,not sponsored,misterbennetts,2024-11-01T20:46:00.000Z,"40,049","1,117",I have no words… yesterday was out of this world… more to come! 🌴 @flite.lab @alexhayes
11-03-24 01:30:13,/p/DB1kPWYsov5/,not sponsored,ian_eisenberg,2024-11-01T17:33:40.000Z,"153,489",304,Space: The Final Frontier? 🪐 
11-03-24 01:30:17,/p/DB1YAU6v2eI/,not sponsored,shebakesourdough,2024-11-01T15:39:56.000Z,"17,682",141,CACIO e PEPE PIZZA 🧀🧀🍕💫
11-03-24 01:30:23,/p/DB030UvyI0S/,not sponsored,hitoshi_yatabe,2024-11-01T10:55:16.000Z,"2,925",46,【Ollie ハウツー】
11-03-24 01:30:29,Sponsored,wendys,no time,"8,968",no comments,¿Hambriento? Perfecto. Para eso está el Breakfast Burrito de Wendy’s.,
11-03-24 01:30:36,/p/DB3_qULOIgB/,not sponsored,chefcuso,2024-11-02T16:04:10.000Z,"114,506",419,Pumpkin Queso with Steak Bites 🧀🎃🥩I 
11-03-24 01:30:42,/p/DBy86F-tK75/,not sponsored,fannygibert974,2024-10-31T17:00:00.000Z,"2,716",16,Grimpe plaisir 😁✅
11-03-24 01:30:49,/p/DBq8WkixFwH/,not sponsored,mr.brettsims,2024-10-28T14:25:36.000Z,"253,702","2,845",This montage is dedicated to my 1.5 year old baby girl who is currently listening to this song on repeat 😂
11-03-24 01:30:49,/p/DB1c3SjIfH9/,not sponsored,johngs,2024-11-01T16:18:46.000Z,"49,198",374,"Creamy coconut noodle soup – Recipe below – if you love a creamy coconut noodle soup, you are going to love this one"
11-03-24 01:30:55,/p/DAUnAh3AKaM/liked_by/,Sponsored,discover,no time,96,6,$0 Fraud Liability
11-03-24 01:31:01,/p/C-X4x7SJNcL/,not sponsored,evanwisheropp,2024-08-08T01:32:36.000Z,"57,420",461,“Crabwalk” FA ✅
11-03-24 01:31:04,/p/DB3sxO1IQNM/,not sponsored,andrejko.epta,2024-11-02T13:17:27.000Z,"77,656","1,695",Secret gift for a sweet soul👼🏻
11-03-24 01:31:08,/p/DB4SX2Gu_cs/,not sponsored,celine_family,2024-11-02T18:49:10.000Z,"20,834",646,بفرست واسه همه تا مراقب باشن وقتی گوشی رو تو شارژ میزنن ❌😭
11-03-24 01:31:15,/p/DBwpWK3NsX9/,not sponsored,mollyts123,2024-10-30T19:43:25.000Z,"2,830",11,One from a gorgeous fall day in Little Cottonwood Canyon last week🍁💛🧡.
