id,username,time,likes,comments,sponsored
/p/C-9RWagOyy8/,not sponsored,fallontonight,2024-08-22T03:39:25.000Z,"337,661",919
/p/DA_cWviujPj/,not sponsored,hopehealingarts,2024-10-11T16:54:37.000Z,"102,114",232
/p/C_B-vcusw5e/,not sponsored,clothingbrandgems,2024-08-23T23:32:30.000Z,"243,475","2,862"
Sponsored,no username,no time,36,no comments,
/p/DBhkwAZhjQd/,not sponsored,complexstyle,2024-10-24T23:02:09.000Z,"69,632",463
/p/DBgRSkHMdAV/,not sponsored,myeasytherapy,2024-10-24T10:52:52.000Z,191,no comments
/p/DBbe8_Xx-T_/,not sponsored,schoolpsychmom,2024-10-22T14:16:03.000Z,"17,964",165
/p/C_Ysg1exbIe/,not sponsored,captain_hanna,2024-09-01T19:14:51.000Z,"41,251",72
Sponsored,nysaging,no time,6,no comments,
/p/DBqzJByRK3m/,not sponsored,therapist_in_nyc,2024-10-28T13:01:04.000Z,"4,382",68
/p/DBAEkhFSS3X/,not sponsored,factsdailyy,2024-10-11T22:46:02.000Z,"541,584","1,236"
/p/DBExVh1J2ko/,not sponsored,case.kenny,2024-10-13T18:34:10.000Z,"441,351",797
/p/C-LBpBpRwPw/,not sponsored,lonetreeaesthetics,2024-08-02T15:19:00.000Z,"621,114","3,420"
/p/DBrC-5hz20N/,not sponsored,emotionally.perfect,2024-10-28T15:19:30.000Z,"33,038",31
/p/DBPaNJ1S6Ry/,not sponsored,factsdailyy,2024-10-17T21:43:41.000Z,"192,127",808
/p/DBdoCO6ABlA/comments/,Sponsored,honkaistarrail,no time,"168,769",378
/p/DAcUzwbvkMk/,not sponsored,todayyearsold,2024-09-28T01:37:47.000Z,"404,876","3,384"
/p/DAxcyWzMOwx/,not sponsored,adamliaw,2024-10-06T06:30:31.000Z,"249,723","1,707"
/p/DBrxgQ4MrEW/,not sponsored,putmeon,2024-10-28T22:06:00.000Z,"51,540",235
/p/C--12ULJvLG/,not sponsored,brookedidonato,2024-08-22T18:16:22.000Z,"278,806","1,544"
Sponsored,graber_blinds,no time,"1,527",no comments,
/p/DA8VRx0MFCv/,not sponsored,iamthirtyaf,2024-10-10T11:55:00.000Z,"192,780","1,729"
/p/DBtjls7OZFG/,not sponsored,collegefessing,2024-10-29T14:42:54.000Z,"139,961",121
/p/DBLmL8LTZ3K/,not sponsored,emotionally.perfect,2024-10-16T10:11:25.000Z,"94,308",149
/p/C_9aw1hPL87/,not sponsored,accesshollywood,2024-09-16T01:32:29.000Z,"499,522","1,222"
Sponsored,soyummy,no time,"17,314",no comments,
/p/C_B9MF4ScAI/,not sponsored,entertainmenttonight,2024-08-23T23:17:58.000Z,"344,060",919
/p/DBq6E3sRxX1/,not sponsored,subwaycreatures,2024-10-28T14:01:40.000Z,"83,505",537
/p/DBlk7Rcu5o4/,not sponsored,iamthirtyaf,2024-10-26T12:20:39.000Z,"141,582","2,258"
/p/DA9HBDnyN6J/,not sponsored,rnbass,2024-10-10T19:09:41.000Z,"14,676",134
Sponsored,celebrate_social,no time,621,no comments,
/p/DBmRl6TxFSG/,not sponsored,middleclassfancy,2024-10-26T18:50:57.000Z,"83,896",232
/p/DBPmsPfOmX4/,not sponsored,mindfullymademotherhood,2024-10-17T23:32:47.000Z,"68,373",477
/p/DAlqN7Wv4VB/,not sponsored,breeyashade,2024-10-01T16:36:44.000Z,"615,671","5,374"
/p/DBHE6QRxcn2/,not sponsored,nurturedfirst,2024-10-14T16:03:41.000Z,"93,626",489
/p/DBjw7KVgbUA/comments/,Sponsored,towerislespatties,no time,"27,729",6
/p/DBTNW6YuyLe/,not sponsored,spiritualitydiary,2024-10-19T09:08:23.000Z,"172,595",356
/p/C_-yL9wv-XV/,not sponsored,shutyourdoorandteach,2024-09-16T14:15:47.000Z,"948,382","2,724"
/p/DA9zeeTofXh/,not sponsored,alissa.s.nelson,2024-10-11T01:39:23.000Z,"241,763",905
/p/DBRYlJwP_eJ/,not sponsored,thenoise,2024-10-18T16:07:58.000Z,"117,999","1,224"
/p/DA34K4BgLQW/comments/,Sponsored,simplysorghum,no time,"89,480",42
/p/DA9j4zEMu_8/,not sponsored,ight,2024-10-10T23:21:57.000Z,"131,107",233
/p/DBpaug_osak/,not sponsored,stayclosetoyourself_,2024-10-28T00:08:30.000Z,"9,823",20
/p/DA_5SYfzs1P/,not sponsored,sanglorensmith,2024-10-11T21:07:26.000Z,"217,174","1,878"
/p/C-y14Jstit2/,not sponsored,rapmusic,2024-08-18T02:25:34.000Z,"375,580","1,918"
