time collected,id,sponsored,username,time,likes,comments,description
11-02-24 10:49:33,/p/DB3P5Nlov_5/,not sponsored,baking_fromsisters,2024-11-02T09:03:12.000Z,14,no comments,#réel #reelsinstagram #surprise #surprisebirthday #surprisevisit #surprisedelivery #surprisevisit❤️ #surprisegift
11-02-24 10:49:33,/p/DB2pHsuojId/,not sponsored,bakingdom,2024-11-02T03:24:23.000Z,69,3,It was fun going to see @lucasoil.stadium and the giant #TSTheErasTour friendship bracelet that @caesarssuperdome sent
11-02-24 10:49:33,Sponsored,marriottbonvoy,no time,"159,048",26,As the Official Team Partner for @MercedesAMGF1 we made sure to take our members' questions directly to THE expert 🐐,
11-02-24 10:49:33,/p/DB3x-jAut0e/,not sponsored,bakingamoment,2024-11-02T14:01:03.000Z,15,no comments,"Easy Chocolate Peanut Butter Cupcakes Recipe: Tender, sweet, and bursting with chocolate peanut butter flavor!"
11-02-24 10:49:41,/p/DB3kjnpSQvu/,not sponsored,baking.__.bunny,2024-11-02T12:03:45.000Z,9,3,다시 도전한 선물용 밤티라미수🌰🍫 선물 티라미수 케이크 고1 홈베이킹
11-02-24 10:49:46,/p/DB3q7KVIwe0/,not sponsored,bakingbutterr,2024-11-02T12:59:24.000Z,29,no comments,Twenty six ❤️
11-02-24 10:49:55,Sponsored,ccme_courses,no time,38,no comments,"""Every speaker was exceptional in their knowledge base and performance. I thoroughly enjoyed this course."" - Course",
11-02-24 10:49:55,/p/DB3A46Ty5JP/,not sponsored,dodam.baking,2024-11-02T06:53:00.000Z,10,no comments,바삭바삭 무지개 머랭쿠키 만들기🌈
11-02-24 10:50:04,/p/DB1MTv2OxuB/,not sponsored,followblackculture,2024-11-01T13:53:23.000Z,"8,158",19,🖤
11-02-24 10:50:14,Sponsored,rimowa,no time,"182,953",5,"Larissa Hofmann's daily life unfolds with the RIMOWA Original Bag. A new icon, elegantly crafted for everyday use.",
11-02-24 10:50:20,/p/DB3rs2cNmen/,not sponsored,passionforbaking,2024-11-02T13:09:46.000Z,518,6,Passion Fruit Poppy Cake.
11-02-24 10:50:26,/p/DBz90MTpT4-/,not sponsored,omgstorytime,2024-11-01T02:27:30.000Z,"7,335",no comments,
11-02-24 10:50:36,/p/DB3mTFiO9xs/,not sponsored,sallysbakeblog,2024-11-02T12:19:41.000Z,"3,975",407,"Fluffy, flaky, soft, and extra tall sweet potato dinner rolls! 🧡🍠🍞 This new recipe is on my website and linked in my"
11-02-24 10:50:44,/p/DB1C8xuPVVn/,not sponsored,noideadaddyblog,2024-11-01T12:31:37.000Z,"8,555",3,
11-02-24 10:50:51,Sponsored,loweshomeimprovement,no time,"373,637",5,Get FREE standard shipping starting at MyLowe's Rewards Silver Key status 📦.,
11-02-24 10:50:51,/p/DB3qmA2ITUk/,not sponsored,bakingbutterr,2024-11-02T12:56:31.000Z,10,no comments,Dancing queen young and sweet only 17 🪩🩵🫶🏻🤍#pa
11-02-24 10:51:08,/p/DBzWp6Su2th/,not sponsored,moonlightlivevocals,2024-10-31T20:46:26.000Z,"2,887",5,22 days🩷🫧.
11-02-24 10:51:13,/p/DB3ugp6Mccy/,not sponsored,kingarthurbaking,2024-11-02T13:31:13.000Z,163,4,Pati Jinich's recipe for Pan de Muerto is a Dia de los Muertos must! Get the recipe at the link in our profile >>
11-02-24 10:51:21,/p/DBy8zyLvRjb/,not sponsored,malloryheartsyou,2024-10-31T17:00:09.000Z,"17,749",76,why buy fast fashion when you can overwork yourself instead #diyfashion #cosplay #halloweendiy #diycostume
11-02-24 10:51:28,/p/DBrRurtsbP5/liked_by/,Sponsored,spiritairlines,no time,7,no comments,Blocked middle seats when you Go Comfy
11-02-24 10:51:38,/p/DB3P6QXIxke/,not sponsored,baking_fromsisters,2024-11-02T09:03:21.000Z,7,no comments,#réel #reelsinstagram #surprise #surprisebirthday #surprisevisit #surprisedelivery #surprisevisit❤️ #surprisegift
11-02-24 10:51:45,/p/DB1Cy6QuLVv/,not sponsored,iamthirtyaf,2024-11-01T12:30:16.000Z,"55,117",253,"Happy Friday, friends! Today’s #FollowFriday featured creator is one of our longtime favorites- @bmotheprince ! If"
11-02-24 10:51:52,/p/DB0GkMYSv2C/,not sponsored,sueshappybakes,2024-11-01T03:44:22.000Z,233,31,"October 31st isn’t just Halloween, it is also Kuromi’s birthday 🥳💜! I made these Kuromi taro steamed buns to celebrate 🎉"
11-02-24 10:52:02,/p/DB1hn3HOivl/,not sponsored,bostonglobelife,2024-11-01T16:59:38.000Z,"9,302",35,"Dedicated fans of Tyler, The Creator unexpectedly had the chance to see the rapper perform in Boston on Halloween. After"
11-02-24 10:52:02,Sponsored,apartmentscom,no time,no likes,no comments,The Lucent at Sunrise,
11-02-24 10:52:08,/p/DB3ZVNhT3Sc/,not sponsored,bak_so0o,2024-11-02T10:25:40.000Z,32,no comments,Baking 일기
11-02-24 10:52:19,/p/DBy8wHuuZR4/,not sponsored,insta.single,2024-10-31T16:59:18.000Z,"11,672",76,Iconic
11-02-24 10:52:26,/p/DB3QMJooo9Z/,not sponsored,baking_fromsisters,2024-11-02T09:05:47.000Z,14,no comments,#réel #reelsinstagram #surprise #surprisebirthday #surprisevisit #surprisedelivery #surprisevisit❤️ #surprisegift
11-02-24 10:52:36,/p/DBzQD0CpQnr/,not sponsored,asheleyspam,2024-10-31T19:48:03.000Z,"243,464",640,Oh man… 🫤 #beautyandthebeast #disney #disneyplus #viral #viralvideo #love #lovemoments #awee #asheleyspam
11-02-24 10:52:46,/p/DBmxd-2gAgY/liked_by/,Sponsored,nytcooking,no time,17,no comments,"These superquick peanut butter chocolate chip cookies come together with just a few pantry ingredients, and no electric"
11-02-24 10:52:53,/p/DB2IvAgx2fY/,not sponsored,bakingforbusiness,2024-11-01T22:41:24.000Z,108,7,[SAVE] Let’s plan for success this November📌
11-02-24 10:53:03,/p/DB0RRtIO_x0/,not sponsored,elderordonez1,2024-11-01T05:18:35.000Z,"9,122",78,"Bradley Cooper, Irina Shayk and Anne Hathaway. Exes Bradley Cooper and Irina Shayk reunite for Halloween"
11-02-24 10:53:12,/p/DB3P7KZoKsO/,not sponsored,baking_fromsisters,2024-11-02T09:03:28.000Z,3,no comments,#réel #reelsinstagram #surprise #surprisebirthday #surprisevisit #surprisedelivery #surprisevisit❤️ #surprisegift
11-02-24 10:53:12,/p/DB1VWipuv0V/,not sponsored,insta.single,2024-11-01T15:14:02.000Z,"9,950",95,"The caption above is about the Manson murders when she was a rising star, not the clip itself (saving some of you the"
11-02-24 10:53:21,Sponsored,hyatt,no time,no likes,no comments,Book Your Next Getaway.,
11-02-24 10:53:31,/p/DB3QHJqIT2P/,not sponsored,baking_fromsisters,2024-11-02T09:05:06.000Z,6,no comments,#réel #reelsinstagram #surprise #surprisebirthday #surprisevisit #surprisedelivery #surprisevisit❤️ #surprisegift
11-02-24 10:53:41,/p/DByzLtvvIiH/,not sponsored,ownitbabe,2024-10-31T15:38:52.000Z,"8,933",299,"I’m proud of myself for taking these steps. Do I feel like a million bucks? No. But working out, taking my meds and"
11-02-24 10:53:48,/p/DB3QLUJogPq/,not sponsored,baking_fromsisters,2024-11-02T09:05:40.000Z,6,no comments,#réel #reelsinstagram #surprise #surprisebirthday #surprisevisit #surprisedelivery #surprisevisit❤️ #surprisegift
11-02-24 10:53:55,/p/DB1jW6ut-Cb/,not sponsored,chickenshopdate,2024-11-01T17:15:44.000Z,"81,900",75,Happy world vegan day @billieeilish @biminibabes @finneas
11-02-24 10:54:05,/p/DA_QqehM3Oj/comments/,Sponsored,strawberryshortcake,no time,"409,385",114,You can do it if you try besties 🥰 x #strawberryshortcake
11-02-24 10:54:16,/p/DB3QFhXIN7I/,not sponsored,baking_fromsisters,2024-11-02T09:04:53.000Z,2,no comments,#réel #reelsinstagram #surprise #surprisebirthday #surprisevisit #surprisedelivery #surprisevisit❤️ #surprisegift
11-02-24 10:54:16,/p/DB1a3YsAQ-I/,not sponsored,wonsulting,2024-11-01T16:00:00.000Z,"10,226",73,So we all moving to Germany?😭 #Friday
11-02-24 10:54:26,/p/DB3QKUkoosc/,not sponsored,baking_fromsisters,2024-11-02T09:05:32.000Z,2,no comments,#réel #reelsinstagram #surprise #surprisebirthday #surprisevisit #surprisedelivery #surprisevisit❤️ #surprisegift
11-02-24 10:54:33,/p/DB1VNFUOB3J/,not sponsored,kelliegerardi,2024-11-01T15:20:27.000Z,"45,392","1,178","Operation Space Baby is underway…✨ My secondary infertility journey has included a lot of hopeful waiting, but this"
