time collected,id,sponsored,username,time,likes,comments,description
10-31-24 10:08:47,/p/C-0_hqECdz1/,not sponsored,moist,2024-08-18T22:28:28.000Z,"839,647","2,908",Follow (us) @MOIST for more movie content like this 🥹🍿 
10-31-24 10:08:53,Sponsored,rimowa,no time,"377,787",42,"Central Cee integrates the RIMOWA Original Bag into his distinctive personal style. Same grooves, new proportions – and",
10-31-24 10:09:03,/p/C_S3rMgIQ7L/,not sponsored,kitchen.discount.depot,2024-08-30T12:59:35.000Z,"1,680,708","3,263","Unlock the Flavor! Discover the heart of your home, where memories are crafted and flavors ignite! Whether you're a"
10-31-24 10:09:13,/p/DBHWnwTy3x1/,not sponsored,simplycarolineco,2024-10-14T18:40:24.000Z,"288,568","3,016",Follow (us) @SimplyCarolineCo for more relatable content!✨❤️
10-31-24 10:09:24,/p/DBRN-YVsh61/,not sponsored,clevermombits,2024-10-18T14:35:00.000Z,"22,160",280,Try not to laugh..‼️😂
10-31-24 10:09:30,/p/C_09tkpyUgP/,not sponsored,i.slayers,2024-09-12T18:44:25.000Z,"238,201",159,This scene 😭😭
10-31-24 10:09:39,Sponsored,no username,no time,"9,355",no comments,"Please see Important Safety Information and full Prescribing Information, including Medication Guide: TYMLOSPI.com ",
10-31-24 10:09:50,/p/C-aUlVEp7B4/,not sponsored,hoereacts,2024-08-08T13:53:25.000Z,"12,390",no comments,Follow (me) @hoereacts for more content like this! ✨
10-31-24 10:09:56,/p/DAliHZVOy-v/,not sponsored,bffreel,2024-10-01T15:26:37.000Z,"754,149","1,230",follow @bffreel (me) for more!
10-31-24 10:10:05,/p/DBwZOUKs_IY/,not sponsored,understudiohub,2024-10-30T17:12:03.000Z,"145,964",669,I’m Not Playing Your Game 🐦 
10-31-24 10:10:12,/p/DBuHAtWScX2/,not sponsored,fabioandben,2024-10-29T19:53:23.000Z,"740,208","3,978",Young love🥹
10-31-24 10:10:22,Sponsored,eatfitz,no time,"37,817",no comments,Conheça a Eatfitz! 🌱🍽️,
10-31-24 10:10:22,/p/C_T_79xSlSI/,not sponsored,kenimilovanov,2024-08-30T23:29:25.000Z,"1,064,738","3,109","Oh, the stories they’d have to tell."
10-31-24 10:10:27,/p/C-lR50UJskV/,not sponsored,tyla.official,2024-08-12T20:03:14.000Z,"1,288,765","3,730",Love bomb was too good 😭⁠
10-31-24 10:10:36,/p/C-npXUBAXME/,not sponsored,bestdjtransitions,2024-08-13T18:06:17.000Z,"311,810",365,She was upset at first 👰‍♀️😂
10-31-24 10:10:41,/p/C_iSwlnRW9G/,not sponsored,glennshares,2024-09-05T12:42:32.000Z,"240,044","2,767",No exaggeration detected. #marriage #marriagehumor #marriagememes #didyouwakemeup #husbands #wives #passengers
10-31-24 10:10:51,/p/DAQxXXug9EE/liked_by/,Sponsored,wegmans,no time,6,no comments,"Corporate catering with delicious options that feed 10 to 1,000+ people on Meals 2GO."
10-31-24 10:11:00,/p/C_Wza5yPNDk/,not sponsored,moviequotes,2024-09-01T02:35:00.000Z,"543,836",237,Anyone else? 👀 
10-31-24 10:11:09,/p/C_vpKBfyTE8/,not sponsored,entertainment.community_,2024-09-10T17:07:56.000Z,"659,246",219,Follow (us) @entertainment.community_
10-31-24 10:11:18,/p/C_dcG-7vnbM/,not sponsored,aleeanddavidd,2024-09-03T15:27:45.000Z,"938,091","6,241",He saved the day fr❤️
10-31-24 10:11:24,/p/DBmrRRNMAX6/,not sponsored,howmoviesarefilmed,2024-10-26T22:36:39.000Z,"212,206",259,Follow us (@howmoviesarefilmed) to watch how movies are filmed 🎬
10-31-24 10:11:33,/p/DBwS2yjA6gF/comments/,Sponsored,wearefarmers,no time,"151,465",50,There’s nothing quite like the sound of a perfect swing and a perfect #jingle. We are Farmers®.
10-31-24 10:11:43,/p/C-iecWvNmEa/,not sponsored,claritycitrus,2024-08-11T17:59:21.000Z,"1,265,107","4,285",It’s time to learn to let go of the past
10-31-24 10:11:51,/p/DBuQ5FuvJSJ/,not sponsored,insta.single,2024-10-29T21:19:20.000Z,"11,145",54,“Never judge a book by its cover” i say as i do that 207 times a day 😭😂 Movie: The Proposal
10-31-24 10:11:58,/p/C_ghWixyBiv/,not sponsored,biz_thoughts,2024-09-04T20:11:05.000Z,"256,959","10,530",This woman lived for 2 years at the top of a tree.
10-31-24 10:11:58,/p/C-WK_tkyD7M/,not sponsored,goodnews.global,2024-08-06T23:12:16.000Z,"365,674",481,Twin suprise!
10-31-24 10:12:07,/p/DBksk1kAiQQ/liked_by/,Sponsored,inkedibles,no time,53,no comments,#Repost 📷 by @jabberwockypie: Baby's first burn-away cake. Birthday cake # 2 was a Taylor tribute with an extra side of 
10-31-24 10:12:15,/p/DBu9uK3Njbm/,not sponsored,repostwhiz,2024-10-30T03:50:29.000Z,"21,683",97,Which Slide 👀
10-31-24 10:12:24,/p/DBu2vxROFNj/,not sponsored,broadwaycom,2024-10-30T03:00:01.000Z,"21,723",131,"Charli D’Amelio, Alison Luff, and Liam Pearce are among the 13 new Broadway cast members in & JULIET! Experience an"
10-31-24 10:12:31,/p/DADcE1FsdzZ/,not sponsored,howmoviesarefilmed,2024-09-18T09:38:20.000Z,"13,408",185,Follow us (@howmoviesarefilmed) to watch how movies are filmed 🎬
10-31-24 10:12:36,/p/C-tDyUaJUCq/,not sponsored,moviequotes,2024-08-15T20:30:00.000Z,"21,632",8,"“Oh, a hero!” "
10-31-24 10:12:47,/p/C-xYmOVglFG/liked_by/,Sponsored,hottable,no time,4,no comments,Looking for a place to work where you can have a flexible schedule and be paid fairly in a great environment? Apply now
10-31-24 10:12:56,/p/C_S8rfUxjC7/,not sponsored,victorianpoetry,2024-08-30T13:43:25.000Z,"928,335","2,465","""If i ever say 'i love you more', i don't just mean i love you more than you love me, i mean i love you more than all"
10-31-24 10:13:02,/p/C_J9L1FtCrW/,not sponsored,annie.sarnblad,2024-08-27T01:52:32.000Z,"239,150","3,036",Zendaya shows Microexpression of disgust!
10-31-24 10:13:10,/p/DBtzhFxOhs8/,not sponsored,swiftlyts,2024-10-29T17:02:42.000Z,"4,871",18,”you think you’re dealing with an amateur?”😭😭
10-31-24 10:13:19,/p/DAWbyFfxSy9/,not sponsored,muchofficial,2024-09-25T18:41:28.000Z,"208,992",477,This opening for Sabrina Carpenter looks really fun 🤩
10-31-24 10:13:26,/p/DBtr3GqT0Ab/,not sponsored,himymfeeds,2024-10-29T15:55:00.000Z,"6,881",2,This is disturbing for everyone 🥲
10-31-24 10:13:26,/p/DBuaBW1R76b/,not sponsored,galaxies,2024-10-29T22:38:32.000Z,"54,702",743,Thats a lot of DNA🧬
10-31-24 10:13:35,Sponsored,louisvuitton,no time,"1,787,387",682,"Le Damier de Louis Vuitton. Showcased by House Ambassador Ana de Armas, the new Fine Jewelry collection by",
10-31-24 10:13:45,/p/DA9ap-ZusLT/,not sponsored,rundownbuildings,2024-10-10T22:02:32.000Z,"14,663",774,Some questions we will never have the answer to…
10-31-24 10:13:51,/p/DBhf3Q3yUsv/,not sponsored,alisonhavens_,2024-10-24T22:20:31.000Z,"500,678","5,923",Inspired by @tori_the_therapist ❤️ life isn’t always what we see on social media #relatablemom #simplelife #momslife
10-31-24 10:14:01,/p/C-qJguDPmJv/,not sponsored,whatpeoplearewearing,2024-08-14T17:26:11.000Z,"46,168","1,115",I suppose New Yorkers can teach us a lesson or two about office outfits 🤓 save for the next time you have NOTHING TO
10-31-24 10:14:08,/p/DBbsdDax4ev/,not sponsored,callmedangofficial,2024-10-22T16:15:13.000Z,"52,686","1,375",Modern day dating is so confusing complicated
10-31-24 10:14:15,Sponsored,thinkproducts,no time,"6,666",no comments,We took the thinking out of snacking. Can’t say the same about writing your emails.,
10-31-24 10:14:20,/p/DAyTb5DOf0S/,not sponsored,insta.single,2024-10-06T14:26:56.000Z,"26,428",65,She should’ve started some Miley vs Hannah Montana beef right there for the extra PR 😭😂😂😂😂
10-31-24 10:14:30,/p/C_QxNA5PDWD/,not sponsored,rickilake,2024-08-29T17:22:03.000Z,"398,965","10,290",Another clip from ‘You Dumped Me But Look At Me Now!” Where do you think they are now? 😆 #90sNostalgia #RealityTV
10-31-24 10:14:38,/p/DAvuWk6ScUp/,not sponsored,the_introverts_life_,2024-10-05T14:24:29.000Z,"516,922","1,386",💐❤️
10-31-24 10:14:46,/p/DAg3bRaOY1Z/,not sponsored,theplayfulpsychologist,2024-09-29T19:55:51.000Z,"113,410",403,"This might be my favourite scene from Inside Out 1. It’s a perfect depiction of what emotion coaching can look like, and"
10-31-24 10:14:54,Sponsored,mrpeanutofficial,no time,"1,838,509",230,Happy fall for all those that celebrate 🍎🍁🍂,
10-31-24 10:14:59,/p/DBMdaigRkRD/,not sponsored,_brittany_depalma_,2024-10-16T18:15:25.000Z,"18,262",197,I wasn’t prepared for my toddler questioning my every move #momsofinsta #parentsofinstagram #toddlersofig #toddlermoms
10-31-24 10:15:06,/p/DBtvN6EumOc/,not sponsored,factsdailyy,2024-10-29T16:25:08.000Z,"90,231",452,They were just hustling…
10-31-24 10:15:06,Sponsored,grubhub,no time,no likes,no comments,Order delivery from Playa Bowls,
10-31-24 10:15:15,/p/DBuSMQksvcF/,not sponsored,historic,2024-10-29T21:30:49.000Z,"14,927",85,McKayla Maroney’s jumping performance at the
10-31-24 10:15:25,/p/DBvjYTkxEgX/,not sponsored,mattykjordan,2024-10-30T09:27:17.000Z,"209,683","1,537",Polar light during polar day. This is what Antarctica looks like today
10-31-24 10:15:34,/p/DBwMgDsRHrO/,not sponsored,calebwsimpson,2024-10-30T15:22:54.000Z,"87,595","2,718",Happy Halloween 🎃 
10-31-24 10:15:45,/p/DBwBKNvuu8e/,not sponsored,insta.single,2024-10-30T13:40:48.000Z,"8,481",54,The 1980’s/1990’s was a crazy time (you need to see the show to understand that) 😭 Show: Pam and Tommy
10-31-24 10:15:55,/p/DAEuDFGgbE3/comments/,Sponsored,karissadumbacher,no time,"2,420,230",606,#ChilisPartner Everything I ate @Chilis for $10.99! #reels #foodie
10-31-24 10:16:03,/p/DBwGJsnpjg3/,not sponsored,noahandlori,2024-10-30T14:25:00.000Z,"255,529","1,961",Our neighbors watching us 👁️👄👁️⁣⁣
10-31-24 10:16:11,/p/DBVaUt0uwc3/,not sponsored,factsdailyy,2024-10-20T05:43:50.000Z,"140,713",751,This is still the saddest movie I’ve ever watched 💔
10-31-24 10:16:21,/p/DBUHFLSOzWU/,not sponsored,insta.single,2024-10-19T17:38:01.000Z,"69,604",101,"If hooters had a wife alert, id have to give them so much props bc that’s funny af lmao show: Fresh Off The Boat"
10-31-24 10:16:30,/p/DBkEPb1NMkY/,not sponsored,entreprneurinsights,2024-10-25T22:25:29.000Z,"905,793","1,983",Follow @entreprneurinsights for more insights like this
10-31-24 10:16:35,Sponsored,mcdonalds,no time,"81,383",66,It’s chicken and it’s a Big Mac. It’s not not a Big Mac,
10-31-24 10:16:45,/p/C_npzn6ISDr/,not sponsored,mindsetmoneymotivate,2024-09-07T14:41:35.000Z,"291,262",276,How did he catch that!!! 
10-31-24 10:16:45,/p/C_wvZMLvhV8/,not sponsored,moviequotes,2024-09-11T03:20:00.000Z,"63,308",47,That flying tape recorder never fails to make me laugh. 
10-31-24 10:16:54,/p/DBt7OGRO4qt/,not sponsored,happyenchantedhome,2024-10-29T18:18:14.000Z,"24,209",256,Removing paint and restoring wood in my 1882 home✨
10-31-24 10:17:04,/p/DBwQzp5up07/,not sponsored,disneywizardsseries,2024-10-30T15:58:30.000Z,"245,637",877,We had a feeling there was magic in the air... Wizards Beyond Waverly Place is now available on @DisneyPlus!
10-31-24 10:17:15,/p/C__9YdxMcrh/liked_by/,Sponsored,fabletics,no time,"1,733",19,Our best-selling leggings are back in stock for a limited time – GET THEM BEFORE THEY’RE GONE! 🔥🔥
10-31-24 10:17:25,/p/DARr1QJyqHF/,not sponsored,thediamondsplug,2024-09-23T22:25:20.000Z,"264,317",250,Spidey always gets Citi Field rockin 😂🔥 (via: amlx93)
10-31-24 10:17:36,/p/DBv2zc8xccM/,not sponsored,reallyverycrunchy,2024-10-30T12:10:03.000Z,"30,891",286,Marriage advice: get yourself some wedding ducks. 
10-31-24 10:17:45,/p/C-k9TuZSaGB/,not sponsored,entertainment.community_,2024-08-12T17:00:00.000Z,"558,949",625,Follow (us) @entertainment.community_
10-31-24 10:17:54,/p/DBwQZLbODrD/,not sponsored,rapdirect,2024-10-30T15:54:20.000Z,"256,357",536,Fan in Japan gets a rare Kanye West autograph when Ye recognizes merch for his new album 🤝💿
10-31-24 10:18:01,/p/DBuI9inSdOa/,not sponsored,latenightseth,2024-10-29T20:10:27.000Z,"11,732",67,Molly Shannon LOVES therapist boundaries.
10-31-24 10:18:08,Sponsored,littlepassports,no time,"99,408",20,"Orien's Little Passports box just arrived, and the excitement is real! 🎁 Tailored monthly kits designed for his age and ",
10-31-24 10:18:14,/p/C_xfrqixJud/,not sponsored,brokenquotes.in,2024-09-11T10:27:39.000Z,915,no comments,She didn’t realize it was all for her 🥺
10-31-24 10:18:21,/p/DBwSrjwNBDk/,not sponsored,profit,2024-10-30T16:14:17.000Z,"15,535",210,"Vade Nutrition appeared on Shark Tank with their unique dissolvable protein packs, aiming to simplify nutrition on the"
10-31-24 10:18:21,/p/C_TX_NHJnf6/,not sponsored,hoodclipsofficials,2024-08-30T17:40:14.000Z,"145,300",147,Damn😂
10-31-24 10:18:27,/p/DBt8VpdJAkv/,not sponsored,rrayyme,2024-10-29T18:19:34.000Z,"70,073",472,“Let’s go to work cowgirl!”🥹
10-31-24 10:18:35,Sponsored,nutribullet,no time,"90,537",no comments,We ❤️ the nutribullet SmartSense™ Blender Combo! It makes crafting smoothies and recipes a breeze with its full-spectrum,
10-31-24 10:18:43,/p/DBuFbY_RYWT/,not sponsored,fun_dad_dean,2024-10-29T19:39:43.000Z,"15,552",543,"Due to it being half term, I thought this was worth a repost 😂"
10-31-24 10:18:48,/p/C_bGgkAxdRD/,not sponsored,emily.entertainment_,2024-09-02T17:40:26.000Z,"694,626",664,Follow (me) @emily.entertainment_
10-31-24 10:18:55,/p/C_5aymByvoh/,not sponsored,wifey.leader,2024-09-14T12:14:52.000Z,"249,924",911,The most genuine answer in all of history. 👌😻
10-31-24 10:19:02,/p/DA_jIB1vEyI/,not sponsored,friends__apartment20,2024-10-11T17:54:26.000Z,"81,286",151,did you hear any of these before?
10-31-24 10:19:10,/p/C9kYJI1Af20/comments/,Sponsored,bookingcom,no time,"5,827,458","1,457",Guess what movie inspired us to book a Pastel de Nata cooking class in Lisbon?
10-31-24 10:19:16,/p/DBuSATmhJ3o/,not sponsored,alignedwithkate,2024-10-29T21:31:27.000Z,"2,107",589,What if I told you 👇🏻
10-31-24 10:19:26,/p/DAGAmpDNmkU/,not sponsored,findingoodshows,2024-09-19T09:36:13.000Z,"183,177",216,Show Info:👇
10-31-24 10:19:36,/p/DBt-MowIkMy/,not sponsored,memezar,2024-10-29T18:35:24.000Z,"345,497",238,This is amazing 😭
10-31-24 10:19:46,/p/DBtYJPQx8V1/,not sponsored,tuckerbudzyn,2024-10-29T13:03:41.000Z,"167,198","1,107",Bet you didn’t see that coming 🥩🍖
10-31-24 10:19:55,Sponsored,onyxmarblegranite,no time,"11,512",no comments,"Check out this stunning makeover by Onyx, featuring Inverness Frost Quartz by Cambria, a man-made stone with unbeatable",
10-31-24 10:20:05,/p/DButS29vhPs/,not sponsored,everydayreading,2024-10-30T01:27:14.000Z,"54,078","8,959","Before our Croatia trip, I downloaded several Janette Rallison books to Ella’s Kindle and I was delighted by how much"
10-31-24 10:20:05,/p/DBuzHZ0PLA_/,not sponsored,jordan_the_stallion8,2024-10-30T02:25:44.000Z,"266,256","1,177",It looks warm #cool
10-31-24 10:20:14,/p/DBv0_STOWhD/,not sponsored,iamthirtyaf,2024-10-30T11:53:25.000Z,"94,343",149,"Hope this #WholesomeWednesday carousel finds you *thriving*, friends! Happy almost Halloween! XOXO - glad you’re here"
10-31-24 10:20:19,/p/DBuggxTyP_D/,not sponsored,netflixnmovies,2024-10-29T23:35:15.000Z,"184,186",277,Throwback to when Jack Black was supporting Angelina Jolie through her pregnancy on Kung Fu Panda tour. #angelinajolie
10-31-24 10:20:26,Sponsored,jeremyleeminer,no time,"1,717",no comments,Better questions in sales = less objections.,
10-31-24 10:20:31,/p/C-5srNlySBz/,not sponsored,modernfamilyshowfeeds,2024-08-20T18:22:10.000Z,"277,367",206,Alex 🤣🤣🤣🤣Fol
10-31-24 10:20:38,/p/C_CKuOpyzg2/,not sponsored,the_bestofcinemas,2024-08-24T01:15:52.000Z,"419,387",866,"This conversation reveals the silent struggle of depression, a condition that can be invisible to others but profoundly"
10-31-24 10:20:47,/p/DBgqwpyITYp/,not sponsored,thelittledreameruk,2024-10-24T14:36:33.000Z,"154,842",745,"In today’s fast-paced world, where everything is instantly available at our fingertips, the concerns about young"
10-31-24 10:20:47,/p/DBgmdOEu_pH/,not sponsored,simplycarolineco,2024-10-24T14:37:59.000Z,"134,617",354,Follow (us) @SimplyCarolineCo for more content like this! 🌟 🔥 
10-31-24 10:20:55,Sponsored,hobbylobby,no time,558,no comments,Celebrate Christmas with 50% off decor and more at your local Hobby Lobby®.,
10-31-24 10:21:01,/p/C-yQ-K7SeyU/,not sponsored,_______bagel_______,2024-08-17T21:03:04.000Z,"378,191",224,SKINNY JEANS ARE OUT!
10-31-24 10:21:06,/p/DBq9thNOGJJ/,not sponsored,insta.single,2024-10-28T14:34:17.000Z,"27,412",94,Damn it. It’s way too early for this 😭😭😭 Movie: Lucy Shimmers and the Prince of Peace
10-31-24 10:21:14,/p/C-6puOBxDMU/,not sponsored,findingoodfilmsdaily,2024-08-21T03:14:55.000Z,254,no comments,info 👇
10-31-24 10:21:21,/p/DBAZnI_JszE/,not sponsored,hoodclipsofficials,2024-10-12T02:34:31.000Z,"95,149",363,Fr😂
10-31-24 10:21:27,Sponsored,lavazzausa,no time,"41,067",9,"Don’t worry John and Steve, with a coffee expert like Luigi and a cup of Lavazza Dolcevita, pleasure is right there to",
10-31-24 10:21:37,/p/DBZNNyTy50q/,not sponsored,maddreammovies,2024-10-21T17:08:16.000Z,"34,417",201,Is there anything you wanna tell me?
10-31-24 10:21:43,/p/DAjOhVptTz0/,not sponsored,ideservecouture,2024-09-30T17:55:32.000Z,"131,886",680,"Dear celebritites, learn the fashion etiquette from Cardi B 🙌🏼"
10-31-24 10:21:43,/p/C_0f8sQtZN5/,not sponsored,exitmemez,2024-09-12T14:23:46.000Z,"5,654",no comments,The last sentence broke me 😭
10-31-24 10:21:51,/p/DBt5QnuRanm/,not sponsored,hoodclipsofficials,2024-10-29T17:52:44.000Z,"71,909",87,Thoughts 🤯
10-31-24 10:21:58,/p/C_qlH82JDk6/,not sponsored,moviequotes,2024-09-08T17:55:00.000Z,"235,777",334,I love how he stood for her 👏🏻 
10-31-24 10:22:05,/p/DBJ2iE3snGY/comments/,Sponsored,beinglatino,no time,"123,792",14,"#ad First comes denial, then acceptance that the Chicken Big Mac is not not a Big Mac @mcdonalds"
10-31-24 10:22:15,/p/DBtshVnM05u/,not sponsored,voguefrance,2024-10-29T16:02:13.000Z,"29,511",95,"""Are you wearing the... Chanel boots? The Devil Wears Prada changed the career of our cover star, @AnneHathaway, and the"
10-31-24 10:22:22,/p/DBtq74wMkVQ/,not sponsored,chandlerbingcrazy,2024-10-29T15:48:32.000Z,"41,949",37,Matthew Perry just played himself on FRIENDS 😂🤍F
10-31-24 10:22:31,/p/C_vDlYzIAx4/,not sponsored,mindsetmoneymotivate,2024-09-10T11:42:25.000Z,"726,729","3,638",Which is your favourite? ❤️ 
10-31-24 10:22:36,/p/DBuC-c7Rvre/,not sponsored,samrendina,2024-10-29T19:20:26.000Z,"39,044",519,Can’t believe he gave us THAT much money 🤯
10-31-24 10:22:46,Sponsored,realestatebylaurab,no time,175,no comments,"#Community With our Halloween celebration coming up this week, we thought it was the perfect time to show you what we",
10-31-24 10:22:55,/p/DBCB2EnOHz6/,not sponsored,insta.single,2024-10-12T17:02:07.000Z,"83,728",287,I would’ve fainted 😭😭😭😭😭😭😂 Show is called Best foot Forward
10-31-24 10:23:03,/p/DBuMvhOPnXQ/,not sponsored,recess_therapy,2024-10-29T20:59:53.000Z,"230,402",663,We all wish we were as confidence as Miles and Rihanna!🙌
